"ID_0","ID_1","altitude","DayTemp_const_term","EVI_const_term","MIR_const_term","NightTemp_const_term","RFE_const_term","DayTemp_Re0","EVI_Re0","MIR_Re0","NightTemp_Re0","RFE_Re0","DayTemp_Im0","EVI_Im0","MIR_Im0","NightTemp_Im0","RFE_Im0","DayTemp_Re1","EVI_Re1","MIR_Re1","NightTemp_Re1","RFE_Re1","DayTemp_Im1","EVI_Im1","MIR_Im1","NightTemp_Im1","RFE_Im1","travel_time","TSI","aedes_gen","population","Shape_Area","log_pop_den","birth_rate","mean_age","sd_age"
4,5,53.55863223,12698.77366,167.283859,69.74220556,4887.234748,768.4860228,-3100.479052,-10.95900681,-5.57873066,-2100.840236,15.6993474,-786.5370964,13.0142074,-2.126355596,-768.2570818,-156.2210326,-107.8316082,-4.296941501,-0.034259882,44.78230466,-151.5060155,486.7301086,-10.07075845,3.630397453,149.2031786,-155.3740598,41.36256669,24043.29163,0.81364362,242614,1877.75763102641,4.86910328173009,0.0120939875604699,36.3901174844506,22.1592570630595
4,6,389.0494947,11400.50805,155.7735063,73.195628,3864.806864,843.0356447,-3464.241931,-18.5221342,-5.4607763,-2190.37292,25.69390715,-760.9369452,8.701865046,-0.310263497,-796.9146572,-241.1421258,-128.8531119,-3.580865897,-0.735711416,47.42279943,-238.6550737,635.5308331,-14.14440738,4.824885074,212.9628869,-215.3992182,152.4969109,18187.42419,0,54228,2900.92730587053,2.98028014966325,0.0120939875604699,36.3901174844506,22.1592570630595
4,7,936.2201678,10430.44091,133.5385072,68.34348999,2251.327802,760.9039269,-3620.681488,-29.92103198,-4.018556113,-2365.934495,-160.2186946,-685.0640491,2.583122358,0.335192612,-859.0761577,-142.2369493,-371.2537129,0.35629396,-2.80864282,47.84693249,-143.3829548,425.3091366,-11.36805569,3.059186717,81.61039588,-170.531754,67.35017972,5534.124334,0,136455,3726.48099495839,3.62747352061258,0.0120939875604699,36.3901174844506,22.1592570630595
4,8,596.8431578,9805.904032,140.4756669,60.86552609,2774.040846,661.2891984,-3792.305315,-39.07726953,-1.150381762,-2737.716647,-173.2610337,-562.8866453,-2.09897637,1.914799422,-839.7492897,-88.32751818,-448.3169151,-1.086639301,-1.965057763,-69.91409956,-141.3612535,310.618109,-11.08950772,2.035093198,81.30434613,-151.3028616,217.2470481,12154.98124,0,68604,2410.58086432219,3.38301747924156,0.0120939875604699,36.3901174844506,22.1592570630595
4,9,121.412931,11383.40455,169.1644787,58.34478407,4782.891221,817.7672637,-3069.464047,-25.15204643,-1.075625176,-2312.794231,-23.71431391,-579.7626825,3.1759241,1.366266876,-764.4682902,-100.9746666,-221.5101623,-2.098783141,-0.145373975,-1.120510487,-132.9308065,409.0733356,-8.490544902,2.260426476,161.1767215,-214.2430947,72.90322973,22448.99799,0,97038,1666.27351295147,4.08153853979574,0.0120939875604699,36.3901174844506,22.1592570630595
4,10,133.5404325,11358.95971,147.8032649,64.10308893,4861.819819,867.9030723,-3443.36734,-22.71723634,-2.616065382,-2431.874191,-30.94270273,-576.6650369,1.277914302,0.716773733,-811.9345164,-147.3851174,-198.192494,-2.442324232,0.044953032,26.19827692,-147.8609587,376.7075504,-7.078330878,1.988380917,159.9732049,-180.0583185,43.83913349,22346.01908,0,175391,3507.7452286079,3.93184653062758,0.0120939875604699,36.3901174844506,22.1592570630595
4,11,130.3894075,12261.5646,146.7415224,70.53929419,5019.502019,782.7658777,-3166.928779,-17.45777198,-5.370131724,-2264.570177,-27.73859914,-619.475015,5.204714599,0.85270302,-767.0008412,-126.1318731,-165.5159658,-1.293633466,-0.571518496,41.33909415,-155.3769194,394.9915809,-7.955595674,2.768697272,149.9380261,-187.608913,15.46963521,20654.44757,0,712960,1638.32839800134,6.07804415385671,0.0120939875604699,36.3901174844506,22.1592570630595
4,12,111.1465189,12101.20222,154.9909723,67.37349862,5544.882825,829.3586356,-3015.584906,-7.635547634,-6.126148243,-2074.373432,119.3005979,-749.0451707,9.434532278,-1.24882758,-827.6515175,-227.6666469,-33.02808435,-2.194111722,-0.131250081,46.03114703,-211.7615526,467.1260063,-10.2633428,3.815491019,150.2343613,-176.0207653,70.90428457,23830.36837,8.127746422,98158,2648.94832865257,3.63904458097618,0.0120939875604699,36.3901174844506,22.1592570630595
5,1,365.6426835,15766.94423,115.8252848,96.47486716,5705.558371,431.8794512,-3903.14664,8.379883768,-13.0175923,-1922.453856,-110.6174185,-1209.502142,24.0588922,-10.15794066,-872.218591,-17.11141983,67.66994159,-9.607463956,2.53029819,52.50537309,-85.37013486,576.2732759,1.2699849,3.077555718,301.3619005,-44.87116047,105.0138724,30692.71785,15.73412531,635876,4556.36373919744,4.94561863680388,0.0255640993319047,29.1501323585025,20.2209221281629
5,2,203.4966255,16314.83082,105.7241961,107.6849678,6015.150029,364.3628437,-3444.40571,14.37052859,-17.02405324,-1535.531511,-76.64214432,-974.0643295,23.51656339,-9.78875092,-743.2835449,-33.32415839,-129.209993,-4.785821776,1.51386783,-43.44866852,-88.93283019,427.549717,5.765223012,1.696195414,249.130564,-33.38196549,81.57479392,29612.49815,15.10749081,273228,2406.97427479816,4.74070696230935,0.0255640993319047,29.1501323585025,20.2209221281629
5,3,310.6104193,20994.29107,42.86363399,283.7077532,7205.747101,95.09173707,-3001.249734,-0.359224287,-4.51055398,-2618.775904,-21.07712996,-233.5617988,0.599033396,2.463976954,-816.5229647,-16.47072968,-559.3346912,-0.210309035,-0.64620782,-245.656347,-29.3591361,183.0338588,0.031373267,0.071881532,302.0055849,11.39948798,1296.962182,32579.72974,21.41817635,713231,433284.372395648,0.973088248697162,0.0255640993319047,29.1501323585025,20.2209221281629
5,4,74.46967084,13870.16047,100.4137915,84.05921474,6908.119277,495.4860702,-2664.421907,8.757533117,-12.06385771,-1616.822253,-63.58824576,-608.4074711,9.549042484,-1.157637649,-877.1759683,-78.32072603,-134.9514589,0.34118752,0.34304479,2.003536244,-131.0165321,271.5391664,-0.853235422,1.477937222,187.7730375,-65.00858604,18.34028668,30563.01404,2.737408729,2283116,770.693455566953,7.99409853850389,0.0255640993319047,29.1501323585025,20.2209221281629
5,5,29.15053761,13871.21543,120.1205061,70.81242558,6674.501623,485.7629217,-2790.126189,7.569218362,-10.43461199,-1594.271258,-71.22651022,-938.0623327,14.08010725,-4.947314665,-911.224362,-105.4904764,-17.02861285,-2.371660913,1.131952885,-25.94945603,-138.9433032,351.5719231,-0.804351185,1.595244721,183.308361,13.23750845,69.80340818,31996.7166,15.62816629,454883,1414.26530527481,5.7765343173534,0.0255640993319047,29.1501323585025,20.2209221281629
5,6,654.6628457,19606.99319,44.10479431,228.3688508,6603.98909,137.5908365,-3503.774349,-0.208979347,-5.41022256,-2621.741593,-38.64075764,-236.5123895,0.806709106,2.257051633,-760.9972699,-38.20334001,-307.2514678,-0.134952496,-0.152589735,-144.6535971,-35.34621802,340.0353493,-0.004944857,0.412678638,292.4205542,10.80573914,381.9630757,23073.23726,18.74970635,397017,161544.576536794,1.2405837455698,0.0255640993319047,29.1501323585025,20.2209221281629
5,7,343.3182189,13397.61021,136.4187039,64.84382258,5930.951236,533.2357855,-3052.207982,2.463195081,-7.434924811,-1741.582723,-137.7138435,-869.8944591,14.52072455,-2.64994444,-906.0133874,-66.52322513,-67.2724622,-2.491729006,0.622952672,8.943915323,-116.9358918,434.2619691,-3.765953912,1.783140546,211.8719852,-7.63446584,112.737125,28660.1566,11.20970603,715473,3232.65317249146,5.40414867458471,0.0255640993319047,29.1501323585025,20.2209221281629
5,8,963.4602744,15186.04271,81.82561574,138.9468895,4640.08078,464.9495544,-3942.308668,1.227238308,-12.76123764,-2260.819212,-203.2441596,-593.5522399,7.662267642,-3.433784993,-856.4403915,-68.84921981,15.7014182,-3.710774164,-0.820729282,64.72576552,-53.6629206,481.0717129,-3.126914498,3.55843499,278.5291523,18.11817747,71.44367778,18836.49636,6.440383238,872825,12165.471655677,4.28697513144412,0.0255640993319047,29.1501323585025,20.2209221281629
5,9,164.7196784,18138.86166,69.15142872,182.2541095,7296.08156,282.4416343,-3685.707489,3.106470211,-11.18005347,-2576.271583,-98.64662242,-370.2536187,1.520883048,1.115198245,-842.1630479,-49.40041322,-175.265424,0.251843455,-1.318135783,23.62796066,-63.92387478,383.7301957,-0.288131187,0.126751007,287.6431861,18.18659099,61.65131768,22335.10949,18.06354028,607431,21552.7033334925,3.37360409412317,0.0255640993319047,29.1501323585025,20.2209221281629
5,10,171.4752994,14100.32894,143.0281992,71.4096596,6138.27909,502.6223317,-3139.157266,11.97042914,-11.86893912,-1679.168009,-98.359176,-783.1506309,16.15883181,-3.392851797,-881.6152756,-47.85225435,-68.74078282,-0.656695981,0.46730705,27.41502647,-117.1307514,375.8071425,-0.755276354,1.807005551,207.2096545,-52.55725102,29.47711795,30624.08743,17.98818808,941535,1484.74974271506,6.45384099130891,0.0255640993319047,29.1501323585025,20.2209221281629
