p9,R0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.1,1.3581493,0.16509696,0.18519685,0.204817351,0.223600447,0.241252423,0.257511178,0.272134076,0.284905227,0.296253082,0.306609706,0.315936618,0.324308428,0.331867865,0.338760899,0.345083649,0.350869427,0.356105388
0.15,1.433259956,0.140308129,0.164450178,0.187742544,0.209820205,0.230418583,0.249336333,0.266422304,0.281583239,0.295497948,0.308812546,0.321514497,0.333649995,0.345300561,0.356512615,0.367252917,0.377410231,0.386834509
0.2,1.5690728,0.111402787,0.137058865,0.161286935,0.183710311,0.204133702,0.222507591,0.238904364,0.25350245,0.267281173,0.28107138,0.294819034,0.308438554,0.321869948,0.335040074,0.34780058,0.359920213,0.371147392
0.25,1.749097656,0.096587609,0.122592922,0.146509868,0.168072611,0.187285201,0.204380443,0.219728937,0.233726555,0.247383187,0.261346604,0.275313885,0.288961536,0.302047339,0.314383404,0.325752632,0.335878153,0.344516524
0.3,1.9615653,0.091119746,0.118013103,0.142062932,0.163234125,0.18177943,0.198178938,0.213016214,0.226781005,0.240326799,0.254031987,0.267426973,0.280061976,0.291580709,0.301722608,0.310316571,0.31732503,0.322884812
0.35,2.199427456,0.089080269,0.117142597,0.141798618,0.163209403,0.181851029,0.198410519,0.213592661,0.227820165,0.241707968,0.255324001,0.267990337,0.27929016,0.289048274,0.297204134,0.303761402,0.308855503,0.312770577
0.4,2.4603568,0.087813881,0.116761868,0.141709484,0.16308019,0.181637514,0.19820104,0.21335193,0.227261105,0.240378573,0.252763758,0.263801852,0.273176388,0.280845185,0.286910457,0.291537703,0.294995852,0.29760205
0.45,2.746746956,0.088123307,0.117635218,0.14247996,0.163534938,0.181847106,0.19816261,0.212799417,0.225823034,0.237880531,0.249208005,0.259122048,0.267167933,0.273239133,0.277524203,0.280378322,0.282203159,0.28331323
0.5,3.0657125,0.08857972,0.118308438,0.142716968,0.163158227,0.180786116,0.196244737,0.209786179,0.221489828,0.232118464,0.242055244,0.250576711,0.257096285,0.26147634,0.263992001,0.265112045,0.26521731,0.264450761
0.55,3.429088956,0.090601744,0.121219181,0.145993359,0.166579388,0.184176455,0.199335329,0.212152456,0.222622889,0.231574409,0.239598928,0.246109953,0.250624464,0.253085839,0.253761043,0.253048359,0.251205347,0.248293591
0.6,3.8534328,0.091365788,0.123191384,0.149245501,0.170929119,0.188940785,0.20368749,0.215399687,0.224387484,0.231666127,0.237570049,0.241271411,0.24259945,0.242224138,0.240633639,0.238022872,0.234366025,0.229554928
0.65,4.360021456,0.095734778,0.128835578,0.155954137,0.178719211,0.197389822,0.211898319,0.222570609,0.230088774,0.235466391,0.238522159,0.238709575,0.236488411,0.232803958,0.22830968,0.223150679,0.217255937,0.210461322
0.7,4.9748533,0.099639552,0.135539813,0.16422368,0.186857247,0.204109005,0.216683272,0.225102749,0.23043211,0.233593001,0.234499249,0.23256355,0.227443377,0.220749492,0.213482148,0.205658548,0.196886054,0.18735375
0.75,5.728647656,0.106375551,0.144182793,0.17343278,0.195340861,0.21072208,0.221324061,0.228401284,0.23153785,0.230759386,0.227076603,0.221624631,0.214870453,0.206306954,0.196014756,0.184700379,0.173034761,0.161100358
0.8,6.6568448,0.113275421,0.152789032,0.181589083,0.201594572,0.214458584,0.221200974,0.223854819,0.224176616,0.220236382,0.212716109,0.202559422,0.191235674,0.179401289,0.166682589,0.153336673,0.140300797,0.127687267
0.85,7.799605956,0.119314932,0.159270461,0.187449475,0.206908659,0.217896281,0.22075582,0.217785672,0.210490491,0.200903979,0.189550041,0.176021378,0.161046839,0.146484638,0.132301664,0.118228848,0.10463804,0.091784784
0.9,9.2018133,0.129071157,0.172240852,0.200878439,0.216644554,0.221774453,0.220042625,0.211931672,0.197880247,0.182918266,0.166462801,0.148104517,0.130321974,0.114250339,0.098851437,0.085461723,0.073593713,0.063227374
