p9,R0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.1,1.3581493,0.199397742,0.225511318,0.250502748,0.274080578,0.296049495,0.316261352,0.334594847,0.350954492,0.365942417,0.379750077,0.392348021,0.403789587,0.41417962,0.423627525,0.432211831,0.439971406,0.446917389
0.15,1.433259956,0.166010627,0.196520533,0.225585684,0.25291845,0.278352653,0.30179626,0.323208811,0.342600855,0.360783734,0.378145233,0.394654147,0.410308607,0.425124029,0.43909425,0.452168713,0.464260558,0.475276347
0.2,1.5690728,0.129455138,0.16171362,0.192014772,0.220071077,0.245783244,0.269188861,0.290425738,0.309712007,0.328064051,0.346061076,0.363666566,0.380814432,0.397445769,0.413473208,0.428746995,0.443068462,0.45624636
0.25,1.749097656,0.110513933,0.143077948,0.173021749,0.20019495,0.224707579,0.24685693,0.267032019,0.285611157,0.303581018,0.321382137,0.338761402,0.355467863,0.371326416,0.386200221,0.399915294,0.412237348,0.422959236
0.3,1.9615653,0.104400001,0.138525181,0.169123053,0.196306994,0.220447094,0.242078543,0.261780359,0.280010731,0.297605927,0.314819401,0.331281066,0.346660649,0.360708089,0.373240887,0.384133247,0.393356855,0.401021034
0.35,2.199427456,0.102191278,0.138150246,0.16990096,0.197734058,0.222216568,0.244074523,0.264007384,0.282431678,0.300003561,0.316748439,0.332135472,0.345878988,0.357901017,0.36820588,0.376829118,0.383890062,0.38960959
0.4,2.4603568,0.101256639,0.138698968,0.171195894,0.199315812,0.223894218,0.245774966,0.265555442,0.283454876,0.300018825,0.315306838,0.328865437,0.3405008,0.350246832,0.358239508,0.364635086,0.369649044,0.373520492
0.45,2.746746956,0.101818973,0.140251601,0.172943826,0.200929724,0.225313777,0.246872106,0.265977243,0.282787111,0.298061398,0.312042743,0.324220695,0.334274379,0.342167488,0.348099671,0.352389814,0.355376292,0.357307553
0.5,3.0657125,0.103807285,0.143462377,0.176485161,0.204425937,0.228505684,0.249424523,0.267533373,0.283043285,0.296840825,0.309314557,0.319918551,0.328202633,0.334089646,0.337839712,0.339863042,0.340492476,0.339868106
0.55,3.429088956,0.107711459,0.149429784,0.183644999,0.212237317,0.236539636,0.25723576,0.274588004,0.28876441,0.300720192,0.311047352,0.319323525,0.325183499,0.328630552,0.329931911,0.329464483,0.327491993,0.324105513
0.6,3.8534328,0.110537764,0.154626188,0.191003218,0.221260222,0.246210371,0.266450914,0.282452484,0.294787716,0.304668669,0.312487789,0.317609378,0.319929389,0.3200651,0.318488631,0.315414678,0.310856491,0.304750667
0.65,4.360021456,0.117118143,0.16346499,0.201359253,0.232727301,0.258108319,0.277790854,0.292404904,0.302824386,0.310206396,0.314514877,0.315429119,0.313438569,0.309424176,0.304040067,0.297508236,0.289838689,0.280918236
0.7,4.9748533,0.124902095,0.175958797,0.216572235,0.24835854,0.272458242,0.290039601,0.302018347,0.30973273,0.314284693,0.315606016,0.313359798,0.307397142,0.299260197,0.289950086,0.279593007,0.267914761,0.255164337
0.75,5.728647656,0.135140866,0.189299323,0.230944812,0.261989589,0.28385795,0.298774351,0.308436354,0.312909619,0.312539183,0.308301572,0.301369504,0.29234204,0.280972531,0.26744975,0.25248332,0.236838943,0.220778663
0.8,6.6568448,0.147363838,0.205437035,0.247892814,0.27727256,0.296099521,0.30626829,0.310434557,0.310580179,0.305300994,0.295411892,0.282104144,0.266905574,0.250631952,0.2331154,0.214804453,0.196769872,0.179257668
0.85,7.799605956,0.159970907,0.220551139,0.262940221,0.291378555,0.307161324,0.311895484,0.308837937,0.299809677,0.286855361,0.270943833,0.252240253,0.23169249,0.211136908,0.19072985,0.170563817,0.15119009,0.132981281
0.9,9.2018133,0.176277121,0.241914589,0.284563625,0.308036232,0.316360315,0.314474696,0.303613512,0.284889371,0.26362513,0.239950827,0.214181484,0.188933258,0.165763168,0.143902791,0.12451823,0.107201987,0.092024687
