p9,R0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.1,1.3000324,0.167012047,0.164491546,0.162671309,0.161192738,0.159693442,0.157820062,0.155244446,0.151675414,0.14751444,0.143311276,0.138960606,0.134399379,0.129605734,0.124592436,0.119392395,0.11405141,0.108626001
0.15,1.3595544,0.147590556,0.144621099,0.142120546,0.139700362,0.137012646,0.133757101,0.129692779,0.124656949,0.119270603,0.114281244,0.10965773,0.105383197,0.101457864,0.09787759,0.09461161,0.091589634,0.088708143
0.2,1.4405024,0.107242144,0.104907241,0.102761389,0.100384742,0.097473834,0.093846294,0.089444104,0.084334783,0.079373679,0.075408662,0.072350607,0.070026888,0.068227506,0.066723339,0.065278914,0.063674105,0.061730612
0.25,1.53565,0.083957836,0.081817751,0.079454866,0.076569075,0.073072157,0.069031501,0.064607259,0.060006002,0.056082591,0.053486714,0.051845999,0.050731208,0.049769666,0.048683156,0.047294502,0.045519928,0.043353712
0.3,1.6400364,0.067804049,0.065563286,0.062929105,0.059784203,0.056214082,0.052390437,0.048502852,0.044729553,0.041772486,0.040046791,0.039015428,0.03816181,0.037148593,0.035836095,0.034216456,0.032327194,0.030205761
0.35,1.7509664,0.057532151,0.055095259,0.05226037,0.04909996,0.045796623,0.042494428,0.039279673,0.036200239,0.03380268,0.032363179,0.031320911,0.030253549,0.028972931,0.027456367,0.025740521,0.023887741,0.022004578
0.4,1.8680104,0.052065174,0.049365876,0.046294646,0.043001111,0.039690625,0.036493594,0.033456622,0.030591362,0.028374291,0.026999565,0.025915505,0.02479027,0.023508118,0.022034521,0.020373296,0.018601534,0.016855432
0.45,1.9930044,0.045164274,0.042184899,0.039190214,0.036290567,0.033550294,0.030994724,0.028591838,0.026243596,0.024274789,0.022711121,0.021088768,0.019493178,0.018089184,0.016708661,0.015205138,0.013679184,0.012349997
0.5,2.13005,0.042961328,0.039898503,0.036699169,0.033625161,0.030715504,0.027854672,0.025000951,0.022253215,0.020156795,0.018831967,0.017666351,0.01636484,0.014935827,0.013534864,0.012286518,0.011137071,0.009956559
0.55,2.2855144,0.037674788,0.034386379,0.031184511,0.028285562,0.025690069,0.023257679,0.020909083,0.018642379,0.016807155,0.015448153,0.014204036,0.012922434,0.011534224,0.010215118,0.009194129,0.008368144,0.007521993
0.6,2.4680304,0.035887709,0.032487839,0.029172178,0.026104467,0.023293933,0.020724122,0.018358945,0.016149135,0.014334438,0.012921965,0.011653086,0.010482066,0.009311606,0.008143531,0.007073536,0.006156454,0.005364924
0.65,2.6884964,0.031540277,0.028038437,0.024767901,0.02171197,0.018906073,0.016473502,0.014411592,0.012611482,0.011222759,0.010070015,0.008793041,0.007541783,0.006542849,0.005678918,0.004834043,0.004081365,0.003509737
0.7,2.9600764,0.029127112,0.025775449,0.022542625,0.01952542,0.016796349,0.014337293,0.012069992,0.009962357,0.008351413,0.007271642,0.0064809,0.00582111,0.005146519,0.004488605,0.003885994,0.003328807,0.002799901
0.75,3.2982,0.026693178,0.022945784,0.019601469,0.016641152,0.014075809,0.011852222,0.009933097,0.008297104,0.007066233,0.006059973,0.005128231,0.004356855,0.003658702,0.003027951,0.002511599,0.00207525,0.001693388
0.8,3.7205624,0.023517249,0.02005001,0.016936994,0.014191299,0.01177098,0.00964762,0.007743688,0.006132056,0.005039996,0.004216841,0.003499205,0.00292724,0.002399298,0.001925451,0.001523014,0.001209628,0.000958276
0.85,4.2471244,0.019496129,0.016501912,0.013076745,0.009763432,0.007358475,0.005692815,0.004369749,0.00338156,0.002764235,0.002263034,0.00183731,0.001491717,0.001193407,0.000964838,0.000783262,0.000621396,0.000469298
0.9,4.9001124,0.017792104,0.012393431,0.008321524,0.006307296,0.004969205,0.003768273,0.00274246,0.001928253,0.001414689,0.001042317,0.000745579,0.000548802,0.000370467,0.000253765,0.000206151,0.000181583,0.000170081
